Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15010.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15013.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15011.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15014.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15012.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15015.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_1_15017.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_2_15018.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_3_15019.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_1_15021.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_2_15022.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_3_15023.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_1_15025.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_2_15026.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_3_15027.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_1_15029.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_2_15030.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_3_15031.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_1_15033.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_2_15034.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_3_15035.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_1_15037.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_2_15038.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_3_15039.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_1_15041.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_2_15042.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_3_15043.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_1_15371.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_2_15372.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_3_15373.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15375.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15443.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15376.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15444.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15377.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15445.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15379.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15447.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15380.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15448.d
P07900;P08238;Q14568;Q58FF8	P07900;P08238;Q14568;Q58FF8	H90B2_HUMAN;HS902_HUMAN;HS90A_HUMAN;HS90B_HUMAN	HSP90AA1;HSP90AA2P;HSP90AB1;HSP90AB2P	Heat shock protein HSP 90-alpha	1.0493e+06	1.99741e+06	963017	2.09523e+06	1.04264e+06	1.5372e+06	911316	1.03737e+06	1.08989e+06	666506	636432	707924	866379	841627	823853	1.59496e+06	1.72816e+06	1.69057e+06	105594	83714.1	77241.7	1.8605e+06	1.7908e+06	1.813e+06	1.62262e+06	1.84773e+06	1.50308e+06	1.3611e+06	1.20145e+06	1.46388e+06	1.37896e+06	1.39853e+06	1.21525e+06	1.28356e+06	2.3232e+06	1.34152e+06	1.12052e+06	1.86597e+06	1.61612e+06	1.77245e+06
P07900;P08238;Q14568;Q58FG1	P07900;P08238;Q14568;Q58FF7;Q58FG1	HS902_HUMAN;HS904_HUMAN;HS90A_HUMAN;HS90B_HUMAN	HSP90AA1;HSP90AA2P;HSP90AA4P;HSP90AB1	Heat shock protein HSP 90-alpha	279960	238719	264779	237184	259983	223848	202091	229005	242060	293744	267639	292951	266611	272983	277060	229360	206846	233412	82959.7	41043.2	29178.7	53973.6	47088.6	37988.8	131278	135299	110387	113830	134258	121564	82755.3	99955.1	44941.8	83428.3	27623.5	88983.7	21926.6	45006.9	11044.1	41200.3
P07900;P08238;Q58FF6	P07900;P08238;Q58FF7;Q58FF6	H90B4_HUMAN;HS90A_HUMAN;HS90B_HUMAN	HSP90AA1;HSP90AB1;HSP90AB4P	Heat shock protein HSP 90-alpha	150143	544029	185250	739051	148555	529552	87683.7	174244	238100	706286	542378	613288	104111	107209	138920	407190	449523	412573	109850	73307.1	62895.3	324879	427090	340501	811144	725640	736041	127267	217392	202151	494534	313778		374647	292879	329031	178857	428005	314028	344085
P07900;P08238;Q58FF6;Q58FF8	P07900;P08238;Q58FF7;Q58FF8;Q58FF6	H90B2_HUMAN;H90B4_HUMAN;HS90A_HUMAN;HS90B_HUMAN	HSP90AA1;HSP90AB1;HSP90AB2P;HSP90AB4P	Heat shock protein HSP 90-alpha	310485	447655	314608	439193	329292	443866	436114	530171	438850	95042.6	87787	93555.7	604941	552331	566273	676471	628152	599576			1512.02	164788	167204	161537	215874	201543	187144	445634	456724	484094	58932.1	173220	111919	201840	117987	29374.2	259828	125373	261519	139634
P07900;P08238;Q58FF6;Q58FG0	P07900;P08238;Q58FF7;Q58FG0;Q58FF6	H90B4_HUMAN;HS905_HUMAN;HS90A_HUMAN;HS90B_HUMAN	HSP90AA1;HSP90AA5P;HSP90AB1;HSP90AB4P	Heat shock protein HSP 90-alpha	305387	277654	309967	284171	308438	259773	282473	266641	274966	120081	127379	130518	196511	191743	193065	376844	353035	349144	11147			103974	144842	115495	184940	174354	177373	327240	318727	337209	195619	161861	171208	155437	166884	138437	228209	278024	219599	232654
P07900;P08238;Q58FF8	P07900;P08238;Q58FF7;Q58FF8	H90B2_HUMAN;HS90A_HUMAN;HS90B_HUMAN	HSP90AA1;HSP90AB1;HSP90AB2P	Heat shock protein HSP 90-alpha	24483.3	18289.5	22192.4	12829.8	24742.8	16203.3	48643.9	44787.2	44157.9	27981.4	29926.4	29644	86709.8	79080.7	80975.3	28747.5	22844.6	23730				48225	37068.8	40309.1	16852.2	11043.8	20038.4	14580.4	14149.2	12305.5	21558	19344.3	32334.3	18582.4	11874.1	16271.9	19218.4	21232.5	19035.1	16602.2
P07900;Q14568	P07900;Q14568	HS902_HUMAN;HS90A_HUMAN	HSP90AA1;HSP90AA2P	Heat shock protein HSP 90-alpha	376049	855481	621419	878306	492752	803368	494681	524169	580915	435706	422418	414706	472923	549175	561870	930748	910576	938665	13892.7	13294.9	27954.5	293392	339883	321795	548156	504593	473381	832453	866709	858889	541134	427786	520766	364163	480782	417956	536052	610461	549440	533765
P07900;Q58FG0	P07900;Q58FG0	HS905_HUMAN;HS90A_HUMAN	HSP90AA1;HSP90AA5P	Heat shock protein HSP 90-alpha	255092	233294	263577	249235	274851	231528	229662	211523	234595	275659	294122	291834	273102	293164	273979	295771	258805	261418	68097.1	28320.2	31087.7	103850	121110	124134	108750	144304	107156	197759	197964	206427	130165	95802.1	183199	103978	149945	120117	169465	111154	127218	131218
P07900;Q58FG1	P07900;Q58FG1	HS904_HUMAN;HS90A_HUMAN	HSP90AA1;HSP90AA4P	Heat shock protein HSP 90-alpha	113708	65899.6	98784.9	74841.1	102790	117640	114562	110993	107255	137938	66574.1	145261	76084	67328.3	64930.9	73751.1	130529	112974	38680.2	19765.3	16217.6	343484	373449	293240		284421	257618	94955.4	105601	97068.4		251155	177310	154501	285238	249739	307233	350844	370995	359198
P07902	P07902	GALT_HUMAN	GALT	Galactose-1-phosphate uridylyltransferase	7760.1	6755.74	8381.28	6222.1	6409.97	8301.66	5911.68	6529.91	6592.97	3546.77	2833.4	3491.92	7397.86	7081	6954.9	8480.36	7390.06	7710.73									5457.62	4915.56	6245.59	7145							4305.05	2927.99		4842.78
P07910	O60812;P07910;B2RXH8;B7ZW38;P0DMR1	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	66339.9	73719.4	65755.7	70546.6	68782	71439.4	63525.1	65400.3	65921.5	55040.5	58199.3	58632.4	59294.2	55946.4	52493.7	58985.4	60526.4	60853.5	7734.31	5518.81	10937.5	19766.8	28582.3	25419.9	34389.2	29215.7	34922.3	62048.9	65022.4	57532	40645.1	64104	46883	68719.1	37728.9	53416.6	34630.7	47400.4	28970.2	43147.2
P07954	P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	33548.6	35077.5	31704.9	33542.5	32447	31461.1	33529.1	32805.1	33774.6	30524.1	27635.3	28910.2	28799.3	29650.6	29672.7	31115.8	32204	32531.7				24114.7	28839.5	24872.1	25953	29099.4	21661	34434.6	36026.6	34897	27677.1	22266.5	33499.7	19726.4	28135.3	23281	17163.6	17802.4	15089.4	13310.9
P08133	P08133	ANXA6_HUMAN	ANXA6	Annexin A6	189103	204503	194334	202533	190565	198760	207714	200669	201901	151010	159846	144193	168548	160757	155071	133305	128807	125078	13147.7	8590.4	9406.08	257320	258661	250811	280600	278279	246105	175300	173104	181558	263024	240687	257335	256970	278670	255832	297814	286055	286572	263697
P08195	P08195	4F2_HUMAN	SLC3A2	Amino acid transporter heavy chain SLC3A2	3834.04	3224.89	3417.37	3774.91	4204.34	3262.25	3840.74	4606.13	4009.47	3880.37	3780.2	3085.77	1960.24	2898.85	3282.21	3984.86	3927.64	3987.06									3358.04	4728.79	3094.37	3068.18	23983	2949.79				3002.92		1246.53		1828.28
P08236	P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase	1025.24	1369.58	1160.91	1532.9	1026.17	1631.84	1586.91	1048.42	1325.64	2458.94	2460.28	2187.47	1745.95	1603.36	1405	1469	1351.51	2058.97										1973.57	985.595	1098.72				5129.62		7596.26				
P08238	P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	2.1975e+06	2.34703e+06	2.16064e+06	2.36778e+06	2.05406e+06	2.15886e+06	2.00137e+06	2.14484e+06	2.0327e+06	1.89166e+06	1.95036e+06	1.99422e+06	1.99134e+06	2.01396e+06	1.96309e+06	2.16202e+06	2.25341e+06	2.20306e+06	247299	242138	188523	1.76142e+06	1.68565e+06	1.55594e+06	1.52451e+06	1.58443e+06	1.44817e+06	2.17994e+06	2.23238e+06	2.08098e+06	1.75238e+06	1.72251e+06	1.72097e+06	1.60525e+06	1.6958e+06	1.72966e+06	2.25696e+06	1.96176e+06	2.14021e+06	1.7921e+06
P08238;P14625	P08238;P14625	ENPL_HUMAN;HS90B_HUMAN	HSP90AB1;HSP90B1	Heat shock protein HSP 90-beta	1.01615e+06	1.06236e+06	1.06504e+06	1.21934e+06	1.04473e+06	1.03226e+06	1.16974e+06	1.14999e+06	1.20631e+06	3.54608e+06	3.52822e+06	3.33652e+06	3.24466e+06	3.07026e+06	3.02155e+06	966475	1.12097e+06	1.17858e+06	361944	372994	385834	1.41366e+06	1.38111e+06	1.36637e+06	897019	927843	711003	234036	232689	277052	909297	635173	1.00396e+06	498685	866135	635649	469767	643503	747790	553331
P08238;Q58FF8	P08238;Q58FF8	H90B2_HUMAN;HS90B_HUMAN	HSP90AB1;HSP90AB2P	Heat shock protein HSP 90-beta	1.43445e+06	1.35547e+06	1.2363e+06	1.60735e+06	1.40413e+06	1.43845e+06	1.3154e+06	1.30421e+06	1.16478e+06	299038	359788	472654	563775	927795	665347	1.67327e+06	1.80765e+06	1.70374e+06	37374.1	33928.8	17660	1.17186e+06	1.33861e+06	1.06752e+06	1.12188e+06	1.03165e+06	835059	1.36361e+06	1.4396e+06	1.32581e+06	841277	952282	847454	1.03241e+06	951412	967693	1.47569e+06	1.51496e+06	1.33932e+06	1.52601e+06
P08243	P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	26956.5	25322.8	26909.2	25975.8	26874.1	23578.8	24918.3	25087.9	24562.9	25462.7	25006.3	25120.6	24438.7	24663.1	24927.3	21191.3	22900	22072.8				37371.9	31570.6	37667.2	31081.8	30460.9	25387.8	21000.6	21072.2	21475.9	35007.1	31339.4	30637.4	29237.9	34340.8	28029.9	34177.3	28110.3	30813.7	31884.9
P08397	P08397	HEM3_HUMAN	HMBS	Porphobilinogen deaminase	30096.2	26864.5	26779.1	25379.3	26480.2	28047.6	19819.8	20179.3	19165	19554.1	19096.3	21272.5	30394.8	26883.8	26514.6	37234.4	39826.2	36306.8	49844.2	46458.4	35975	12550.4	10224.2	13197.2	9191.69	7038.31	7386.22	27450.5	29253.4	30566.6	2992.26	5334.64	13231.3	11128.8	12912.8	8282.07	7735.56	6663.37	10764.1	8876.17
P08559	P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	1040.12	678.568	944.531	575.845	989.2		514.541	658.826	883.777	939.867	1411.53		972.148	998.872	1043.6			712.474										2024.9	1762.93	1523.82						2579.8				
P08575	P08575	PTPRC_HUMAN	PTPRC	Receptor-type tyrosine-protein phosphatase C	2861.84	3075.27	2959.35	3165.2	2810.09	3266.91	3479.22	3504.18	3089.67	3149.2	3127.19	3073.94	2693.73	3111.02	2933.18	3068.18	3493.24	3394.51							2528.02	2074.95	1817.34	2851.16	3102.23	3157.65						3392.2				
P08579	P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''	15666.3	16328.6	16714.8	17076	16102.1	16788	17571.9	16953.9	16945.6	5323.36	5337.84	5624.81	11942.5	12168.8	12442.7	8771.71	8348.15	8819.27				24524.1	11517.8	12782.2	8532.52	10570.1	9796.22	15148.3	16020	17494.4	41634.5	34557.6	34235.8	29083.8	34947.4	28878.2	22372	15074.4	11044.8	9686.05
P08621	P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	9713.09	8685.52	9695.88	10317.8	9627.07	10269.6	11520.4	9706.24	10388	12599.1	11697.8	12945	10211.5	9158.72	10292	6943.88	7507.26	7457.92					8468.37	12268	14947.9	15756.8	16442.4	11918.9	10698.1	10290.9	18468.9	13828.7	20382.9	18590.3	34191.4	19590.6	17413.7	20945.7	18516.7	19290.5
P08670	P08670	VIME_HUMAN	VIM	Vimentin	53139.9	53536	53152.7	54114.9	52324.7	49877.5	49245.4	49809.4	50546.4	38595.5	39664.1	39153.2	45117.5	46225.6	44914.5	32876.1	33899	32572.5	12163.2	8428.8	9677.08	77443	77905.6	69121.4	57837.3	53086.1	49962.3	51759.4	49138.3	48286.3	102530	254557	108460	222055	96778.5	228389	66310.6	95351.7	66217.4	82467.1
P08708	P08708	RS17_HUMAN	RPS17	Small ribosomal subunit protein eS17	57790.2	67859.9	59260.2	67239.3	61319.6	65357.2	69277	67143.4	66822.8	79167.4	103503	92444.5	54605	52571.8	59616.3	46374.2	50149.7	45477.9	19325.6			72443.5	49215.6	63197.2	57002.7	34774.1	46457.5	49299.1	51033.9	51014.1	74938.5	73213.7	51106.4	79673.7	50267.2	58918.2	45585.6	47425.9	46158.6	41609.9
P08727;P08779	P08727;P08779;CON_P08779;CON_P08727	K1C16_HUMAN;K1C19_HUMAN	KRT16;KRT19	Keratin, type I cytoskeletal 19					1583.81														36971.7	35070.6	39666.2										6418.46	8356.07		7509.31	6833.74		7449.97	5786.4	7742.64	10949.5
P08727;Q04695	P08727;Q04695;CON_Q04695;CON_Q9QWL7;CON_P08727	K1C17_HUMAN;K1C19_HUMAN	KRT17;KRT19	Keratin, type I cytoskeletal 19		908.566	836.193			1114.42	2309.81		2024.39	224.048			572.978	613.991	445.407	6132.87	5392.39	5429.76	49894.1	71986.7	66877.1	17425.1	13796.8	18337.7	3138.68	2241.83		2225.06	1938.54	1997.21		6256.81		14037.1	9691.56	15383.8	42766.4	40294.4	34112.9	38077.7
P08729	P08729;CON_P08729;CON_Q3KNV1	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7			2845.49		2625.26	5257.89	2650.62	2713.19	2616.63	1148.62			2079.46		1946.83	3125.4	4810.92							2605.63				6685.9	4397.69	3471.28	25271.4		36293.7					2236.86	7799.77	
P08729;P19013	P08729;P19013;CON_P19013;CON_P08729;CON_Q3KNV1	K2C4_HUMAN;K2C7_HUMAN	KRT4;KRT7	Keratin, type II cytoskeletal 7																																					4280.96	7999.83	6277.41	6211.93
P08754	P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha-3	5242.02	5044.96	5808.7	4679.43	5599.59	4071.36	6979.56	5938.49	6104.5	6905.87	6826.99	7085.11	7361.19	7241.21	7098.32	5764.53	6596.47	7027.93							4230.55	3581.42	2572.54	5718.5	4616.86	4728.81		4465.97		3366.43				4147.83		2339.53
P08758	P08758	ANXA5_HUMAN	ANXA5	Annexin A5	107111	108305	115302	99337.1	114913	113596	112346	102029	99859	100140	83271.8	95581.1	96939.5	94701.3	98008.9	131672	127618	131360	66558.6	54159.8	76187.6	71393.8	79834.6	90050.5	76975.2	85734.3	89210.2	75967.5	94843.5	91123.8	134625	126799	112504	111160	100012	112829	59224.9	54487.8	56358.4	61258.4
P08779	P08779;CON_P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	1370.27	1763.56	1492.27	1639.9	1147.78	1421.34	2222.48	2483.76	2399.93	921.378	1322.32	1180.09			433.574	6861.11	6299.44	6817.69	440639	466514	435515	30248.5	33805.6	33047.7	10469	9781.65	9553.29	39400.5	41507.6	39935	46773.3	54330	60153.4	56791.7	53017.4	50794	121391	116452	123464	110340
P08865	P08865;A0A8I5KQE6	RSSA_HUMAN	RPSA	Small ribosomal subunit protein uS2	124836	134507	133267	135708	106486	138157	85514.3	79293.3	88260.6	102096	102121	95990.4	116624	82289.8	73497.6	149365	155076	152250	17873.8	8404.92	10971.2	157968	171204	145862	140078	137412	127311	145341	154907	138188	146741	121480	97168.6	119987	125527	108605	120723	136450	141206	113595
P09012	P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A	18289.2	16289.6	16246.5	13584.1	16987.9	14378.7	13902.7	12429.3	13313.7	12512.4	11475.8	11869.4	11817.2	11592.4	12415.6	11242.5	11563.1	11560.3		5064.64	11477.6	6106.01	2853.95	7268.76	4043.59	3122.74	2009.24	10262	7916.98	9045.91		12544.6								
P09104	P09104	ENOG_HUMAN	ENO2	Gamma-enolase	63191.3	53799.5	58478.2	50791.8	57653	53523	65013.5	63150	69303.9	54591.4	52195.7	54481.1	82791.5	92972.6	85636	170859	185099	176321	254940	193824	227821	77125.5	107243	103470	71905.3	56226.4	53580	134318	139936	138259	104217	105269	98661.5	96064.6	83743.1	91217	42308.2	50135.8	45187.2	41999
P09132	P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein	2663.24	1406.01	2599.99	2057.94	1749.03	2619.48	2366.12	2466	2225.95	2923.98	2341.06	604.442	1532.58	1244.15	1346.76	1638.58	1449.04	898.638								1031		2827.84	3379.05	2699.23							1208.87	1054.69	2262.23	1745
P09211	P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	442744	446336	463813	423476	451598	428509	451955	447994	433821	291965	334483	332781	319684	326768	341289	547268	533201	480211	2.81512e+06	2.58724e+06	2.76449e+06	207465	149373	110879	183253	155662	158899	541937	557628	589242	305916	181512	246501	182216	231291	216189	201694	146982	174412	142831
P09234	P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	1549.43	1608.72	1365.27	1011.78	1895.7	1290.55	1545.15	1270.37	1540.83	1728.14	1534.4	1530.32	1223.26	1606.08	1605.26	805.928	930.95	1471.54										1729.24	1326.05	1391.94										
P09417	P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	40266.2	41015.9	41118.4	40931.5	41902.3	36473.1	44995.5	42054.2	41724.6	35397.6	33866.3	35096	45604.1	46721.2	44691.2	54374.5	55201.4	55607.1	28811.7	42408.8	42470.5	32152.5	29116.7	34655.5	15769.3	14989.9	14119.9	45698.2	46888.8	41146.1		19303.7	27412.6	23267.9	25482.6	18746.1	22721.6	16788	29098.9	17205.3
P09429	P09429;B2RPK0	HMGB1_HUMAN	HMGB1	High mobility group protein B1	9945.5	9125.34	10882.8	8684.7	11305.5	8528.07	9119.45	10545.7	10433.8	6595.98	6120.27	7983.24	7046.79	9648.22	10038.3	6946.31	7543.36	7878.26				57627.2	53980	46963.3	138438	149428	110158	10510.6	11405.8	10326.4	90984.8	66845.8	59793.6	69882.2	83933.5	80751.8	125978	107366	117705	119152
P09429;P26583	P09429;P26583	HMGB1_HUMAN;HMGB2_HUMAN	HMGB1;HMGB2	High mobility group protein B1	1126.86	353.661	668.654	1343.16	1110.59	1186.87	1634.31	1832.56	2029.91	388.347	125.613		5133.49	5530.26	5286.66	1300.34	745.266	1247.08				94546.9	102636	95314.3	34541.5	28253.3	32728.3			474.092	24850.9	24531.1	22439.4	31893.5	26771.5	26747	60512.4	52668.9	53500.8	39707.7
P09471	P09471	GNAO_HUMAN	GNAO1	Guanine nucleotide-binding protein G(o) subunit alpha	3655.04	3176.04	3808.95	3512.94	3682.88	3179.02	3935.72	3682.24	3819.45	4161.27	4526.39	3978.48	4017.35	4814.34	3655.01	5451.79	5112.86	4677.98							4676.45	3166.55		4007.49	3538.47	4145.92		5581.91		7976.01		6940.45	5317.65	5022.85	3845.04	4477.59
P09488	P09488;P46439	GSTM1_HUMAN	GSTM1	Glutathione S-transferase Mu 1	15965.1	14683.1	16910.1	27696.8	13904.8	19321.5	23400.7	14664.9	18144.7	21291.2	26791.1	22249.6	30061.7	29379.2	29643.4	21892.4	22478.8	22297.3	70750.4	51915.1	70522.1	69227.5	99010.6	43266.9	4888.76	4700.39	9079.17	13250.6	9827.37	13685.7	13485.7	26643.5		15811.4		9077.54			29653.2	8284.76
P09488;P28161;Q03013	P09488;P28161;Q03013	GSTM1_HUMAN;GSTM2_HUMAN;GSTM4_HUMAN	GSTM1;GSTM2;GSTM4	Glutathione S-transferase Mu 1	37065.5	29999.8	38657.9	30842.7	34791.8	29211.6	43237.4	40368.6	39862.2	21503.7	18993.2	20745.6	46860.2	49629.5	48478.2	67419.6	71157.3	66493.2	339081	333244	268171	27519.3	8929.47	20092.9	5957.5	11991.1	10388.2	41693.3	49457.8	42227.4	29318.8	31804.9	22555	22827.6	18433.5	24988.4	11908.4	11586.5	16290	9511.27
P09488;Q03013	P09488;P46439;Q03013	GSTM1_HUMAN;GSTM4_HUMAN	GSTM1;GSTM4	Glutathione S-transferase Mu 1	3183.85	3438.06	3170.43	3227.23	3284.79	3798.99	5172.13	4918.59	4790.28	5099.59	5722.02	6257.57	7091.4	5967.92	6322.64	12639.6	15653.6	10111.2	31920.3	43142.3	42668.1					1654.12	2422.29	4339.4	4643.74	3278.62	5079.03	2430.61		2469.25		4270.4	2470.74	1532.55		1474.55
P09493	P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	138402	133072	133603	167683	122694	159269	137224	141758	148073	140097	152620	136089	124849	129516	118152	164988	181350	164291	25086.5	15640.2	18062.4	37187.9	39380.5			9739.4	10046.2	156159	176930	177085		77303.8	74050.6	79451.8	77958.1	102641	14334.2	12582.3	13162.3	
P09496	P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	3809.12		3368.22	3036.4	3072.23	3230.23	3625.63	3475.27	2833.92	2100.04		2292.75	3774.93	3002.56	4391.18	6347.95	4423.98	6335.16						7691.49	7466.54		3750.54	7150.53	7322.11	7477.89	9827.44	13330.4	26604.1	7425.41	18077.4	17067.7	6232	7108.05	11183.8	5687.07
P09497	P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	1713.03			1702.73	1770.27	1340.3		2034.9	1563.91	554.753			2159.33	2469.57	2725.29	4144.78	3936.54	5046.86										4595.65	4352.52	4268.04	8365.42									675.997
P09525	P09525	ANXA4_HUMAN	ANXA4	Annexin A4	9485.65	9229.93	10078.9	9468.2	9798.04	9821.17	10327.4	10775.6	10529.2	7798.16	7634.5	8695.03	8479.7	9085.35	8801.72	8928.37	9800.05	9186.37	6859.31	6480.79		19904.9	24939.9	26616.2	7894.23	8607.14	8384.7	10229.4	8866.09	10030.1	30256.1	38681.1	30623.2	38643.3	52488.2	38185.4	9852.92	11298.9	11809	10466.4
P09543	P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	847.914	852.897	775.322	881.737	685.826	1208.5	1200.05	971.187	1095.9	1017.85	904.711	931.655	873.459	927.124	881.254	828.791	1313.18	1498.68										921.953	1527.33	1328.64										2379.98
P09622	P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	6838.59	6749.62	7322.69	6801.61	6465.93	7079.88	5121.58	5649.44	5128.91	4262.92	4053.35	2923.75	5828.07	5826.82	6002.9	2713.49	2678.79	3784.32				3028.43					2093.84	4581.6	4914.93	3231.31		9109.47				4011.65				
P09651	P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	84285.3	81134.8	84264.4	77393.6	79224.9	79785.4	90363.2	86300	84512.2	69244.9	74067.1	71134.3	83645.4	77460.4	79540.6	77026.1	77566.8	79939.5	27927.9	8708.27	14049.7	62996.5	53204.8	54499	63373.2	53854.5	48773.7	86405.4	78789.1	82371	81972.7	170534	90483.7	146287	66330.5	151297	60811	84908.1	52660.5	72561.2
P09651;P22626	P09651;P22626;Q32P51;A0A2R8Y4L2	ROA1_HUMAN;ROA2_HUMAN	HNRNPA1;HNRNPA2B1	Heterogeneous nuclear ribonucleoprotein A1	731.334	892.308	389.002		1095.18	779.89	1226.21	1278.39	1173.49					374.692	432.179	291.039		841.142										1595.09	925.346	1243.95							3877.28	1430.72	3025.16	1554.35
P09661	P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'	27304	24468.1	26544.4	27301.3	27472.5	26616.6	27778.3	24626.1	24969.1	22213.4	24478.4	23117.9	27291.3	25742.7	26684.7	21577.7	19569.4	17970	16184.1		25252.2	77428.7	79415.2	75889.2	25689.2	31192.9	28180.2	28896.8	28646.5	28768.5	78350.2	88174	65536.4	79971.1	91594.6	80011.3	28994.5	28565.8	22065.4	25700.5
P09874	P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1	10746.4	9570.64	10449.4	9425.77	10017.7	9095.44	10011.6	9454.11	9663.64	8028.67	7914.97	8503.13	8208.03	8073.59	7866.49	6740.39	6659.27	7420.2				9652.5	5898.32	6200.55	7377.55	6189.64	6105.5	9174.82	9328.06	9747.99	19539.8	18875.7	6501.62	21701		15915.2	5268.23	8021.44	8852.75	7990.61
